misspelling,correct,predicted,top1,top5,rr,edit_dist
accrode,accrued,accord,0,1,0.5,2
accrood,accrued,accord,0,1,0.5,2
accrored,accrued,accord,0,1,0.5,2
accroud,accrued,accord,0,1,0.25,2
accroued,accrued,accrued,1,1,1.0,1
accroved,accrued,approved,0,1,0.5,2
accrowved,accrued,ascribed,0,0,0.0,3
accrud,accrued,accrued,1,1,1.0,1
accrude,accrued,crude,0,1,0.5,1
accruded,accrued,accrued,1,1,1.0,1
accrue,accrued,accrue,0,0,0.0,1
accrueded,accrued,accrued,1,1,1.0,2
accruell,accrued,accrued,1,1,1.0,2
accruid,accrued,accrued,1,1,1.0,1
accruide,accrued,accrued,1,1,1.0,2
accrured,accrued,accrued,1,1,1.0,1
accrute,accrued,accrued,1,1,1.0,2
accruved,accrued,accrued,1,1,1.0,1
acctrade,accrued,accurate,0,0,0.0,3
accud,accrued,accord,0,0,0.0,2
accude,accrued,crude,0,0,0.0,2
accurate,accrued,accurate,0,0,0.0,4
accurde,accrued,accord,0,0,0.0,2
accured,accrued,accured,0,0,0.0,1
accurred,accrued,occurred,0,0,0.0,2
accurve,accrued,curve,0,0,0.0,3
accused,accrued,accused,0,0,0.0,2
achrue,accrued,accrue,0,1,0.2,2
ackcrewd,accrued,accord,0,1,0.25,3
ackcrude,accrued,accrued,1,1,1.0,2
ackrewed,accrued,agreed,0,1,0.25,3
ackrude,accrued,crude,0,1,0.5,2
ackruid,accrued,accrued,1,1,1.0,2
acording,accrued,according,0,0,0.0,5
acqured,accrued,acquired,0,0,0.0,2
acrauge,accrued,acreage,0,0,0.0,4
acrawed,accrued,agreed,0,0,0.0,3
acreud,accrued,acres,0,0,0.0,2
acreued,accrued,agreed,0,1,0.5,2
acrewd,accrued,acres,0,0,0.0,3
acrewed,accrued,agreed,0,0,0.0,3
acrewved,accrued,achieved,0,0,0.0,4
acrood,accrued,across,0,0,0.0,3
acroude,accrued,crude,0,0,0.0,3
acroved,accrued,approved,0,0,0.0,3
acrrued,accrued,accrued,1,1,1.0,1
acrud,accrued,crude,0,0,0.0,2
acrude,accrued,crude,0,1,0.2,2
acrued,accrued,accrued,1,1,1.0,1
acruied,accrued,cried,0,1,0.25,2
acrute,accrued,crude,0,0,0.0,3
acude,accrued,crude,0,0,0.0,3
acurd,accrued,accord,0,0,0.0,3
akcrewed,accrued,agreed,0,1,0.3333333333333333,3
approve,accrued,approve,0,0,0.0,5
approved,accrued,approved,0,0,0.0,4
aprove,accrued,aprove,0,0,0.0,5
aquse,accrued,house,0,0,0.0,5
aturely,accrued,surely,0,0,0.0,5
crude,accrued,crude,0,0,0.0,3
curude,accrued,crude,0,0,0.0,3
acumulated,accumulated,accumulated,1,1,1.0,1
acurate,accurate,accurate,1,1,1.0,1
accruately,accurately,accurately,1,1,1.0,1
acustom,accustom,accustom,1,1,1.0,1
accomused,accustomed,accused,0,0,0.0,5
accostamned,accustomed,accosted,0,1,0.5,3
accostemed,accustomed,accosted,0,1,0.5,2
accostioum,accustomed,accustom,0,0,0.0,5
accostmed,accustomed,accosted,0,1,0.5,2
accostom,accustomed,accustom,0,1,0.3333333333333333,3
accostomed,accustomed,accustomed,1,1,1.0,1
accostumed,accustomed,accustomed,1,1,1.0,2
accostuned,accustomed,accosted,0,1,0.3333333333333333,3
accoustomed,accustomed,accustomed,1,1,1.0,1
accumotoned,accustomed,account,0,0,0.0,3
accumstomed,accustomed,accustomed,1,1,1.0,1
accusstomed,accustomed,accustomed,1,1,1.0,1
accustinend,accustomed,accustomed,1,1,1.0,3
accustiomed,accustomed,accustomed,1,1,1.0,1
accustom,accustomed,accustom,0,0,0.0,2
accustome,accustomed,accustomed,1,1,1.0,1
accustomend,accustomed,accustomed,1,1,1.0,1
accustomened,accustomed,accustomed,1,1,1.0,2
accustommed,accustomed,accustomed,1,1,1.0,1
accustomned,accustomed,accustomed,1,1,1.0,1
accustoned,accustomed,accustomed,1,1,1.0,1
accustumed,accustomed,accustomed,1,1,1.0,1
accutomed,accustomed,accustomed,1,1,1.0,1
acescintion,accustomed,fascination,0,0,0.0,8
acomton,accustomed,common,0,0,0.0,6
acostom,accustomed,accustom,0,0,0.0,4
acostomed,accustomed,accustomed,1,1,1.0,2
acostum,accustomed,costume,0,0,0.0,5
acostumed,accustomed,costume,0,1,0.2,3
acusstomed,accustomed,accustomed,1,1,1.0,2
acustem,accustomed,accustom,0,0,0.0,4
acustemed,accustomed,accustomed,1,1,1.0,2
acustimend,accustomed,accustomed,1,1,1.0,3
acustom,accustomed,accustom,0,1,0.2,3
acustome,accustomed,customer,0,1,0.5,2
acustomed,accustomed,accustomed,1,1,1.0,1
acustomend,accustomed,accustomed,1,1,1.0,2
acustumed,accustomed,accustomed,1,1,1.0,2
ascostomend,accustomed,accustomed,1,1,1.0,3
ascumend,accustomed,ascend,0,0,0.0,5
ascustomed,accustomed,accustomed,1,1,1.0,1
ocustommed,accustomed,accustomed,1,1,1.0,3
uccustumed,accustomed,accustomed,1,1,1.0,2
uscostumed,accustomed,uncostumed,0,0,0.0,4
acke,ache,are,0,0,0.0,1
ake,ache,ake,0,0,0.0,2
acheive,achieve,achieve,1,1,1.0,1
acheve,achieve,achieve,1,1,1.0,1
achi,achieve,as,0,0,0.0,3
accheived,achieved,achieved,1,1,1.0,2
acheived,achieved,achieved,1,1,1.0,1
acieved,achieved,achieved,1,1,1.0,1
achei,achievement,their,0,0,0.0,6
acheivement,achievement,achievement,1,1,1.0,1
acheing,aching,aching,1,1,1.0,1
acknoledge,acknowledge,acknowledge,1,1,1.0,1
accknoldge,acknowledgement,acknowledge,0,1,0.3333333333333333,5
accknowledgement,acknowledgement,acknowledgement,1,1,1.0,1
accknowledgment,acknowledgement,acknowledgment,0,1,0.5,2
accknowlegment,acknowledgement,acknowledgment,0,1,0.5,3
accoldment,acknowledgement,accolent,0,0,0.0,5
accolegement,acknowledgement,accouplement,0,0,0.0,4
accomnoltion,acknowledgement,accumulation,0,0,0.0,11
aceknowledgement,acknowledgement,acknowledgement,1,1,1.0,1
acknoldge,acknowledgement,acknowledge,0,0,0.0,6
acknoledgement,acknowledgement,acknowledgement,1,1,1.0,1
acknoledgment,acknowledgement,acknowledgment,0,1,0.5,2
acknoledgmet,acknowledgement,acknowledgment,0,1,0.25,3
acknolegment,acknowledgement,acknowledgment,0,1,0.5,3
acknowayment,acknowledgement,against,0,0,0.0,5
acknowedgement,acknowledgement,acknowledgement,1,1,1.0,1
acknowedgment,acknowledgement,acknowledgment,0,1,0.5,2
acknowelgement,acknowledgement,acknowledgement,1,1,1.0,2
acknowldment,acknowledgement,acknowledgment,0,1,0.5,3
acknowledement,acknowledgement,acknowledgement,1,1,1.0,1
acknowledge,acknowledgement,acknowledge,0,0,0.0,4
acknowledging,acknowledgement,acknowledging,0,0,0.0,4
acknowledgment,acknowledgement,acknowledgment,0,0,0.0,1
acknowledment,acknowledgement,acknowledgment,0,1,0.5,2
acknowlegdement,acknowledgement,acknowledgement,1,1,1.0,1
acknowlegement,acknowledgement,acknowledgement,1,1,1.0,1
acknowlegment,acknowledgement,acknowledgment,0,1,0.5,2
acknowlment,acknowledgement,acknowledgment,0,1,0.5,4
ackolejement,acknowledgement,achilles,0,0,0.0,4
ackouledge,acknowledgement,acknowledge,0,0,0.0,5
ackownledgement,acknowledgement,acknowledgement,1,1,1.0,2
acnoldgement,acknowledgement,acknowledgement,1,1,1.0,3
acnoledgement,acknowledgement,acknowledgement,1,1,1.0,2
acnolegment,acknowledgement,acknowledgment,0,1,0.5,4
acnologement,acknowledgement,acknowledgement,1,1,1.0,4
acnowledgment,acknowledgement,acknowledgment,0,1,0.5,2
acquig,acknowledgement,acquire,0,0,0.0,9
actknowlegment,acknowledgement,acknowledgment,0,1,0.5,3
agnowlegment,acknowledgement,acknowledgment,0,1,0.5,4
aknowledgement,acknowledgement,acknowledgement,1,1,1.0,1
aknowledgment,acknowledgement,acknowledgment,0,1,0.5,2
aknowlege,acknowledgement,knowledge,0,0,0.0,6
aqnowledgment,acknowledgement,acknowledgment,0,1,0.5,3
ecknowledgement,acknowledgement,acknowledgement,1,1,1.0,1
ecknowledgment,acknowledgement,acknowledgment,0,1,0.5,2
exconolidiemet,acknowledgement,echinology,0,0,0.0,7
exnowledgment,acknowledgement,knowledgement,0,0,0.0,4
knowledgement,acknowledgement,knowledgement,0,0,0.0,2
accknowledging,acknowledging,acknowledging,1,1,1.0,1
accnoledgin,acknowledging,acknowledging,1,1,1.0,3
accnolegde,acknowledging,acknowledge,0,0,0.0,6
acknodgling,acknowledging,account,0,0,0.0,4
acknoldeing,acknowledging,acknowledging,1,1,1.0,3
acknoldge,acknowledging,acknowledge,0,1,0.25,4
acknoledging,acknowledging,acknowledging,1,1,1.0,1
acknolgeing,acknowledging,acknowledging,1,1,1.0,4
acknolidge,acknowledging,acknowledge,0,0,0.0,5
acknolleging,acknowledging,acknowledging,1,1,1.0,2
acknologing,acknowledging,acknowledging,1,1,1.0,3
acknowedge,acknowledging,acknowledge,0,0,0.0,4
acknowedging,acknowledging,acknowledging,1,1,1.0,1
acknowing,acknowledging,knowing,0,0,0.0,4
acknowkling,acknowledging,against,0,0,0.0,4
acknowladging,acknowledging,acknowledging,1,1,1.0,1
acknowldging,acknowledging,acknowledging,1,1,1.0,1
acknowlding,acknowledging,acknowledging,1,1,1.0,2
acknowleckging,acknowledging,acknowledging,1,1,1.0,2
acknowledeing,acknowledging,acknowledging,1,1,1.0,1
acknowledge,acknowledging,acknowledge,0,0,0.0,3
acknowledgeing,acknowledging,acknowledging,1,1,1.0,1
acknowledgly,acknowledging,acknowledge,0,1,0.3333333333333333,3
acknowledgment,acknowledging,acknowledgment,0,0,0.0,3
acknowleding,acknowledging,acknowledging,1,1,1.0,1
acknowleging,acknowledging,acknowledging,1,1,1.0,1
acknowlging,acknowledging,acknowledging,1,1,1.0,2
acknowliging,acknowledging,acknowledging,1,1,1.0,2
acknowling,acknowledging,acknowledging,1,1,1.0,3
acknowloding,acknowledging,acknowledging,1,1,1.0,2
acknownlegeing,acknowledging,acknowledging,1,1,1.0,3
aclongaly,acknowledging,aclinal,0,0,0.0,4
acnolagaling,acknowledging,acknowledging,1,1,1.0,6
actknowledge,acknowledging,acknowledge,0,0,0.0,4
aknowledging,acknowledging,acknowledging,1,1,1.0,1
alknowgding,acknowledging,alleging,0,0,0.0,4
anackledge,acknowledging,angels,0,0,0.0,8
ecknoligging,acknowledging,echinal,0,0,0.0,4
ecknowledging,acknowledging,acknowledging,1,1,1.0,1
ecknowlging,acknowledging,knowledging,0,0,0.0,3
ecnowledging,acknowledging,acknowledging,1,1,1.0,2
ecnuliging,acknowledging,echinuliform,0,0,0.0,6
ecolinegly,acknowledging,coolingly,0,0,0.0,10
ecomodyley,acknowledging,exeunt,0,0,0.0,10
egnoliging,acknowledging,unobliging,0,0,0.0,6
aquaint,acquaint,acquaint,1,1,1.0,1
accountance,acquaintance,account,0,0,0.0,4
accquaintance,acquaintance,acquaintance,1,1,1.0,1
accquaintence,acquaintance,acquaintance,1,1,1.0,2
accquance,acquaintance,assuance,0,0,0.0,5
accquantence,acquaintance,acquaintance,1,1,1.0,3
accquantience,acquaintance,acquaintance,1,1,1.0,4
accquantince,acquaintance,acquaintance,1,1,1.0,3
accquatance,acquaintance,acquaintance,1,1,1.0,3
accquiantance,acquaintance,acquaintance,1,1,1.0,2
accuaintance,acquaintance,acquaintance,1,1,1.0,1
accuanteance,acquaintance,acquaintance,1,1,1.0,3
accuntence,acquaintance,account,0,1,0.3333333333333333,4
ackquaintance,acquaintance,acquaintance,1,1,1.0,1
ackquanting,acquaintance,accounting,0,1,0.2,5
ackquitence,acquaintance,action,0,0,0.0,4
ackwaintance,acquaintance,acquaintance,1,1,1.0,2
acqauntance,acquaintance,acquaintance,1,1,1.0,2
acquaince,acquaintance,acquainted,0,0,0.0,3
acquainenec,acquaintance,asinine,0,0,0.0,3
acquaint,acquaintance,acquaint,0,0,0.0,4
acquaintaince,acquaintance,acquaintance,1,1,1.0,1
acquainted,acquaintance,acquainted,0,0,0.0,4
acquaintence,acquaintance,acquaintance,1,1,1.0,1
acquaintiance,acquaintance,acquaintance,1,1,1.0,1
acquaints,acquaintance,acquaint,0,1,0.3333333333333333,4
acquaitance,acquaintance,acquaintance,1,1,1.0,1
acquance,acquaintance,acquaint,0,0,0.0,4
acquanitence,acquaintance,acquaintance,1,1,1.0,2
acquantance,acquaintance,acquaintance,1,1,1.0,1
acquantants,acquaintance,acquaintance,1,1,1.0,3
acquantenc,acquaintance,acquaintance,1,1,1.0,3
acquantence,acquaintance,acquaintance,1,1,1.0,2
acquantiance,acquaintance,acquaintance,1,1,1.0,2
acquantice,acquaintance,acquaintance,1,1,1.0,3
acquantience,acquaintance,acquaintance,1,1,1.0,3
acquatience,acquaintance,action,0,0,0.0,4
acquiance,acquaintance,acquiesce,0,0,0.0,3
acquiantance,acquaintance,acquaintance,1,1,1.0,1
acqunatince,acquaintance,acquaintance,1,1,1.0,4
acquontence,acquaintance,acquaintance,1,1,1.0,3
acuquontence,acquaintance,acquiescence,0,0,0.0,4
aqquaintance,acquaintance,acquaintance,1,1,1.0,1
aqquantance,acquaintance,acquaintance,1,1,1.0,2
aquaintance,acquaintance,acquaintance,1,1,1.0,1
aquainted,acquaintance,acquainted,0,1,0.25,5
aquaintence,acquaintance,acquaintance,1,1,1.0,2
aquaintents,acquaintance,acquainted,0,1,0.5,4
aquaints,acquaintance,acquaint,0,1,0.25,4
aquanitance,acquaintance,acquaintance,1,1,1.0,2
aquantaince,acquaintance,acquaintance,1,1,1.0,3
aquantance,acquaintance,acquaintance,1,1,1.0,2
aquantience,acquaintance,acquaintance,1,1,1.0,4
aquatance,acquaintance,aquatone,0,0,0.0,3
aqucuntance,acquaintance,acquiescence,0,0,0.0,3
aquentance,acquaintance,acquaintance,1,1,1.0,3
aquentence,acquaintance,acquaintance,1,1,1.0,4
atquantes,acquaintance,atlantes,0,0,0.0,6
occquance,acquaintance,occupance,0,0,0.0,6
aquantences,acquaintances,acquaintances,1,1,1.0,3
aquainted,acquainted,acquainted,1,1,1.0,1
aquiese,acquiesce,acquiesce,1,1,1.0,2
acquiesence,acquiescence,acquiesence,0,0,0.0,1
aquire,acquire,aquire,0,0,0.0,1
aquisistion,acquisition,acquisition,1,1,1.0,2
accour,acre,account,0,0,0.0,4
acer,acre,acer,0,0,0.0,1
acher,acre,acher,0,0,0.0,2
accross,across,across,1,1,1.0,1
acroos,across,across,1,1,1.0,1
acros,across,across,1,1,1.0,1
akt,act,and,0,0,0.0,1
at,act,at,0,0,0.0,1
actting,acting,acting,1,1,1.0,1
acttive,active,active,1,1,1.0,1
activally,actively,actually,0,1,0.5,2
activerties,activities,activities,1,1,1.0,2
activeties,activities,activities,1,1,1.0,1
activites,activities,activities,1,1,1.0,1
activitys,activities,activity,0,1,0.5,2
acks,acts,as,0,0,0.0,1
actuall,actual,actuall,0,0,0.0,1
actural,actual,actual,1,1,1.0,1
acarly,actually,early,0,0,0.0,3
accle,actually,able,0,0,0.0,5
accolliy,actually,accolle,0,0,0.0,4
accotly,actually,account,0,1,0.5,4
acctaly,actually,actually,1,1,1.0,3
acctually,actually,actually,1,1,1.0,1
acctuly,actually,actually,1,1,1.0,3
accualy,actually,actually,1,1,1.0,2
accutualy,actually,actually,1,1,1.0,3
acely,actually,face,0,0,0.0,4
acerle,actually,acre,0,0,0.0,5
acerly,actually,early,0,0,0.0,4
achauly,actually,acutely,0,0,0.0,3
ache,actually,ache,0,0,0.0,4
acheliy,actually,rachel,0,0,0.0,4
achely,actually,rachel,0,0,0.0,4
acherly,actually,ackerly,0,0,0.0,4
achertily,actually,heartily,0,0,0.0,5
achly,actually,each,0,0,0.0,4
acile,actually,while,0,0,0.0,5
acitler,actually,hitler,0,0,0.0,5
ackchely,actually,gauchely,0,0,0.0,4
ackle,actually,tackle,0,0,0.0,5
ackturly,actually,actually,1,1,1.0,3
acocly,actually,costly,0,0,0.0,4
acoly,actually,holy,0,0,0.0,4
acorll,actually,accord,0,0,0.0,4
acsha,actually,as,0,0,0.0,5
acshorly,actually,shortly,0,0,0.0,4
actally,actually,actually,1,1,1.0,1
actarlly,actually,actually,1,1,1.0,2
acterly,actually,utterly,0,0,0.0,3
acthally,actually,actually,1,1,1.0,1
actherly,actually,actively,0,0,0.0,3
acting,actually,acting,0,0,0.0,5
actioally,actually,actually,1,1,1.0,2
acttully,actually,actually,1,1,1.0,2
actualy,actually,actually,1,1,1.0,1
actuley,actually,actually,1,1,1.0,2
actully,actually,actually,1,1,1.0,1
actuly,actually,actually,1,1,1.0,2
actuoly,actually,actually,1,1,1.0,2
acturally,actually,actually,1,1,1.0,1
actyeley,actually,acts,0,0,0.0,3
acually,actually,actually,1,1,1.0,1
acuatly,actually,actually,1,1,1.0,2
acuely,actually,acutely,0,0,0.0,3
acully,actually,fully,0,1,0.5,2
aculy,actually,july,0,0,0.0,3
acusley,actually,accused,0,0,0.0,3
acwtly,actually,exactly,0,1,0.3333333333333333,4
aflly,actually,all,0,0,0.0,4
aherley,actually,herley,0,0,0.0,5
akhly,actually,early,0,0,0.0,5
aksualy,actually,usually,0,0,0.0,3
aktuly,actually,actually,1,1,1.0,3
alashed,actually,flashed,0,0,0.0,7
albee,actually,albee,0,0,0.0,7
alshel,actually,bushel,0,0,0.0,6
aole,actually,all,0,0,0.0,4
as,actually,as,0,0,0.0,6
ashly,actually,shall,0,0,0.0,5
asiley,actually,aside,0,0,0.0,5
askly,actually,asked,0,0,0.0,5
asl,actually,as,0,0,0.0,5
asley,actually,asked,0,0,0.0,5
asluy,actually,early,0,0,0.0,5
at,actually,at,0,0,0.0,6
atally,actually,really,0,1,0.5,2
atant,actually,that,0,0,0.0,5
atchually,actually,actually,1,1,1.0,2
atcsualy,actually,actually,1,1,1.0,3
aterly,actually,after,0,0,0.0,4
ats,actually,ats,0,0,0.0,5
attually,actually,actually,1,1,1.0,1
attualy,actually,actually,1,1,1.0,2
atul,actually,at,0,0,0.0,4
atully,actually,fully,0,1,0.5,2
atwgel,actually,angel,0,0,0.0,5
auctully,actually,actually,1,1,1.0,2
axally,actually,really,0,0,0.0,3
axeshowle,actually,aquiculturist,0,0,0.0,7
axly,actually,all,0,0,0.0,4
axsherly,actually,ashery,0,0,0.0,5
cofelet,actually,coffee,0,0,0.0,6
ecturenely,actually,extremely,0,0,0.0,5
eslin,actually,sin,0,0,0.0,7
excually,actually,equally,0,1,0.5,3
adaptibility,adaptability,adaptability,1,1,1.0,1
adabtable,adaptable,adaptable,1,1,1.0,1
adeptation,adaptation,adaptation,1,1,1.0,1
ad,add,ad,0,0,0.0,1
ade,add,ade,0,0,0.0,1
additon,addition,addition,1,1,1.0,1
addittion,addition,addition,1,1,1.0,1
addtion,addition,addition,1,1,1.0,1
addional,additional,additional,1,1,1.0,2
additonal,additional,additional,1,1,1.0,1
adress,address,address,1,1,1.0,1
addresable,addressable,addressable,1,1,1.0,1
adressed,addressed,adressed,0,0,0.0,1
adresses,addresses,addresses,1,1,1.0,1
accoquict,adequate,accuses,0,0,0.0,6
actiquate,adequate,antiquate,0,0,0.0,3
adaquat,adequate,adequate,1,1,1.0,2
adaquate,adequate,adequate,1,1,1.0,1
adaquet,adequate,adequate,1,1,1.0,3
adaquit,adequate,acquit,0,1,0.5,3
adccuet,adequate,account,0,1,0.2,4
addaquant,adequate,andaquian,0,0,0.0,4
addeqcouate,adequate,adequate,1,1,1.0,3
addequake,adequate,adequate,1,1,1.0,2
addequite,adequate,adequate,1,1,1.0,2
adderquate,adequate,adequate,1,1,1.0,2
addict,adequate,addict,0,0,0.0,5
addiequiet,adequate,adequate,1,1,1.0,4
addifite,adequate,additive,0,0,0.0,4
addiquate,adequate,adequate,1,1,1.0,2
addiquit,adequate,adequate,1,1,1.0,4
addiqute,adequate,adequate,1,1,1.0,3
addquit,adequate,acquit,0,1,0.5,3
adecquect,adequate,adequacy,0,0,0.0,4
adegate,adequate,adequate,1,1,1.0,2
adeqake,adequate,adequate,1,1,1.0,2
adequait,adequate,adequate,1,1,1.0,2
adequante,adequate,adequate,1,1,1.0,1
adequeat,adequate,adequate,1,1,1.0,2
adequet,adequate,adequate,1,1,1.0,2
adequete,adequate,adequate,1,1,1.0,1
adequette,adequate,adequate,1,1,1.0,2
adequit,adequate,adequate,1,1,1.0,2
adequite,adequate,adequate,1,1,1.0,1
adgat,adequate,great,0,0,0.0,4
adicivat,adequate,adicity,0,0,0.0,5
adicquate,adequate,adequate,1,1,1.0,2
adictract,adequate,distract,0,0,0.0,6
adigute,adequate,dispute,0,1,0.5,3
adiquate,adequate,adequate,1,1,1.0,1
adiqueate,adequate,adequate,1,1,1.0,2
adiquit,adequate,adequate,1,1,1.0,3
adiquite,adequate,adequate,1,1,1.0,2
adiqut,adequate,adequate,1,1,1.0,3
adoqate,adequate,adequate,1,1,1.0,2
adquante,adequate,adequate,1,1,1.0,2
adquate,adequate,adequate,1,1,1.0,1
adquated,adequate,adequate,1,1,1.0,2
adquit,adequate,quite,0,0,0.0,3
adquites,adequate,acquires,0,1,0.5,3
aduquote,adequate,adequate,1,1,1.0,2
arguait,adequate,against,0,0,0.0,5
atiquit,adequate,antiquity,0,0,0.0,4
attaquit,adequate,attached,0,1,0.2,5
attiquict,adequate,antiquity,0,0,0.0,6
atuqut,adequate,august,0,1,0.5,4
edequait,adequate,adequate,1,1,1.0,3
ediquate,adequate,adequate,1,1,1.0,2
ediquet,adequate,piquet,0,1,0.25,4
ediquit,adequate,equity,0,1,0.3333333333333333,4
ediquitt,adequate,adequate,1,1,1.0,4
ediqutte,adequate,etiquette,0,0,0.0,3
etiquette,adequate,etiquette,0,0,0.0,5
etiquit,adequate,equity,0,0,0.0,5
adaquately,adequately,adequately,1,1,1.0,1
adequattly,adequately,adequately,1,1,1.0,1
adhere,adheres,adhere,0,0,0.0,1
adjacnt,adjacent,adjacent,1,1,1.0,1
ajacent,adjacent,adjacent,1,1,1.0,1
achered,adjourned,gathered,0,0,0.0,5
acjjoriened,adjourned,acorned,0,0,0.0,5
addjurned,adjourned,adjourned,1,1,1.0,2
adgerned,adjourned,adorned,0,1,0.5,3
adjern,adjourned,modern,0,0,0.0,4
adjerned,adjourned,adjourned,1,1,1.0,2
adjoined,adjourned,adjoined,0,0,0.0,2
adjorened,adjourned,adjourned,1,1,1.0,2
adjorn,adjourned,adjourn,0,1,0.25,3
adjorned,adjourned,adjourned,1,1,1.0,1
adjouirned,adjourned,adjourned,1,1,1.0,1
adjouned,adjourned,adjourned,1,1,1.0,1
adjoured,adjourned,adjourned,1,1,1.0,1
adjourn,adjourned,adjourn,0,0,0.0,2
adjournaled,adjourned,adjourned,1,1,1.0,2
adjurden,adjourned,adjure,0,1,0.5,3
adjurend,adjourned,adjusted,0,1,0.25,2
adjurion,adjourned,adjuration,0,1,0.25,4
adjurn,adjourned,adjourn,0,1,0.25,3
adjurned,adjourned,adjourned,1,1,1.0,1
adyerned,adjourned,adorned,0,1,0.5,3
agerm,adjourned,term,0,0,0.0,4
agreened,adjourned,agreed,0,0,0.0,5
aguran,adjourned,again,0,0,0.0,6
ajormed,adjourned,formed,0,0,0.0,3
ajorn,adjourned,major,0,0,0.0,4
ajorned,adjourned,adorned,0,1,0.25,2
ajourn,adjourned,major,0,0,0.0,3
ajourned,adjourned,adjourned,1,1,1.0,1
ajumede,adjourned,assumed,0,0,0.0,5
ajuned,adjourned,june,0,0,0.0,3
ajurend,adjourned,assured,0,0,0.0,3
ajurened,adjourned,adjourned,1,1,1.0,3
ajurin,adjourned,during,0,0,0.0,5
adjurnment,adjournment,adjournment,1,1,1.0,1
ajust,adjust,just,0,0,0.0,1
admiistered,administered,administered,1,1,1.0,1
addministration,administration,administration,1,1,1.0,1
adminstration,administration,adminstration,0,0,0.0,1
addmire,admire,admire,1,1,1.0,1
admissable,admissible,admissible,1,1,1.0,1
addmission,admission,admission,1,1,1.0,1
admite,admit,admit,1,1,1.0,1
abmeteb,admitted,ammeter,0,0,0.0,4
abmitt,admitted,admit,0,0,0.0,3
addmeted,admitted,admitted,1,1,1.0,3
addmited,admitted,admitted,1,1,1.0,2
addmitid,admitted,addition,0,1,0.3333333333333333,3
addmitted,admitted,admitted,1,1,1.0,1
addmittid,admitted,admitted,1,1,1.0,2
admerited,admitted,merited,0,1,0.5,3
admetid,admitted,admitted,1,1,1.0,3
admetted,admitted,admitted,1,1,1.0,1
admied,admitted,added,0,1,0.25,2
admitd,admitted,admit,0,1,0.5,2
admited,admitted,admitted,1,1,1.0,1
admitid,admitted,admit,0,1,0.5,2
admitten,admitted,admitted,1,1,1.0,1
amernt,admitted,amount,0,0,0.0,6
amit,admitted,and,0,0,0.0,4
amitted,admitted,admitted,1,1,1.0,1
atmited,admitted,limited,0,1,0.5,2
omitted,admitted,omitted,0,0,0.0,2
admiting,admitting,admitting,1,1,1.0,1
adobt,adopt,about,0,1,0.5,1
addopted,adopted,adopted,1,1,1.0,1
addult,adult,adult,1,1,1.0,1
addvance,advance,advance,1,1,1.0,1
at,advance,at,0,0,0.0,5
advansed,advanced,advanced,1,1,1.0,1
addvantage,advantage,advantage,1,1,1.0,1
advanage,advantage,advantage,1,1,1.0,1
advanched,advantage,advanced,0,1,0.2,4
advantag,advantage,advantage,1,1,1.0,1
advatige,advantage,advantage,1,1,1.0,2
adventagus,advantage,advantages,0,1,0.5,3
advetch,advantage,vetch,0,0,0.0,5
advrtoged,advantage,advertised,0,0,0.0,4
aratie,advantage,rate,0,0,0.0,5
audvantch,advantage,advance,0,1,0.5,4
av,advantage,av,0,0,0.0,7
avanged,advantage,changed,0,0,0.0,4
avigd,advantage,said,0,0,0.0,4
avtegen,advantage,average,0,0,0.0,5
efceh,advantage,each,0,0,0.0,4
enrch,advantage,march,0,0,0.0,4
